scene,condition,jod,jod_low,jod_high
CourtYard,L_1280x720_bright_far,7.18465133878602,6.62932027529697,7.71628068111315
CourtYard,L_1280x720_bright_near,5.27560744483171,4.04566200343339,6.07898695346233
CourtYard,L_1920x1080_bright_far,8.54089606345357,8.12409234736957,8.90664081457378
CourtYard,L_1920x1080_bright_near,7.47100842460655,7.02118565932432,7.82053984592559
CourtYard,L_3840x2160_bright_far,9.4002193435222,8.96523068787791,9.86247491996974
CourtYard,L_3840x2160_bright_near,8.48262052270328,8.2211929463945,8.80014766030004
CourtYard,M_1280x720_bright_far,8.84200734991673,8.51825357724229,9.23780767637223
CourtYard,M_1280x720_bright_near,6.66501787357999,6.14749837428683,7.10491936627372
CourtYard,M_1920x1080_bright_far,9.6648265305468,9.42249556209146,10.0065305068675
CourtYard,M_1920x1080_bright_near,8.61534635129548,8.34231008587298,8.91540149184719
CourtYard,M_3840x2160_bright_far,9.39763374577964,9.00584857050197,9.85962289391441
CourtYard,M_3840x2160_bright_near,9.46694143066709,9.0452524587302,9.94308793376834
CourtYard,H_3840x2160_bright_near,10.0,9.68854188454741,10.4371731415185
CourtYard,H_3840x2160_bright_far,10.0,9.68854188454741,10.4371731415185
FishingCloseshot,H_1280x720_bright_far,10.1078347347784,9.31100778585166,11.32291930227
FishingCloseshot,H_1280x720_bright_near,8.46203146168355,8.08889939767142,9.02524333427969
FishingCloseshot,L_1280x720_bright_far,4.08963141461017,3.02630377041181,4.68695574492229
FishingCloseshot,L_1280x720_bright_near,3.30261569673992,1.33290798334165,4.43349455380159
FishingCloseshot,L_1920x1080_bright_far,5.32926626435131,4.58942380215552,5.67264076164165
FishingCloseshot,L_1920x1080_bright_near,3.55783068758749,2.13212508698887,4.40411085410518
FishingCloseshot,M_1280x720_bright_far,8.14618483853053,7.72522294558502,8.90462113378342
FishingCloseshot,M_1280x720_bright_near,6.51672264662299,6.22304658370927,6.84876587249249
FishingCloseshot,M_1920x1080_bright_far,8.53656656011668,7.83383568164264,9.69792680806356
FishingCloseshot,M_1920x1080_bright_near,7.00985141339454,6.59532667834992,7.42297770249058
FishingCloseshot,H_1920x1080_bright_near,10.0,9.26914073648262,11.2242474160825
FishingCloseshot,H_1920x1080_bright_far,10.0,9.26914073648262,11.2242474160825
GearsOfWar4,H_1280x720_bright_far,9.78631200173567,9.43683842553736,10.2310216032608
GearsOfWar4,H_1280x720_bright_near,8.2082295000986,7.77991194251213,8.55818945861766
GearsOfWar4,H_1920x1080_bright_far,10.2433501225129,9.94378139343588,10.6875599849271
GearsOfWar4,H_1920x1080_bright_near,9.4202150308496,9.14084838621043,9.77062259745109
GearsOfWar4,L_1280x720_bright_far,7.65487927729947,7.1723186462513,8.00648981314021
GearsOfWar4,L_1280x720_bright_near,5.7764510775703,4.83777915988068,6.18767680171066
GearsOfWar4,L_1920x1080_bright_far,9.06743770373096,8.6881423581971,9.39524306501165
GearsOfWar4,L_1920x1080_bright_near,7.80859736367875,7.26984051855953,8.27348658679407
GearsOfWar4,L_3840x2160_bright_far,9.98778751193989,9.62043101389472,10.4457387606317
GearsOfWar4,L_3840x2160_bright_near,8.93202670236928,8.53999848789932,9.29078932212207
GearsOfWar4,M_1280x720_bright_far,8.76464212288263,8.3085070273038,9.15894725546747
GearsOfWar4,M_1280x720_bright_near,7.89435976982048,7.32250138798881,8.34744381932208
GearsOfWar4,M_1920x1080_bright_far,9.91009880591296,9.50744069387063,10.4463134122982
GearsOfWar4,M_1920x1080_bright_near,9.09433494998523,8.71941685562519,9.47538417168218
GearsOfWar4,M_3840x2160_bright_far,10.164904591697,9.85885037084136,10.6850676290343
GearsOfWar4,M_3840x2160_bright_near,9.72831344247239,9.36745669864411,10.2407642384554
GearsOfWar4,H_3840x2160_bright_near,10.0,9.70008280599258,10.4022429825638
GearsOfWar4,H_3840x2160_bright_far,10.0,9.70008280599258,10.4022429825638
NightStreet,H_1280x720_bright_far,9.32683532738766,8.81923998991259,9.87043800437027
NightStreet,H_1280x720_bright_near,7.7020493567238,7.08828735891296,8.21434611631287
NightStreet,H_1920x1080_bright_far,9.86752413744252,9.39061026488175,10.4995606032652
NightStreet,H_1920x1080_bright_near,9.22932187740755,8.89047460701934,9.65743563368006
NightStreet,L_1280x720_bright_far,6.66115206019971,5.92350847775788,7.22302681471561
NightStreet,L_1280x720_bright_near,4.32527409860907,3.33494932114413,4.90077073224853
NightStreet,L_1920x1080_bright_far,7.82748740835656,7.49585797461234,8.14975196551913
NightStreet,L_1920x1080_bright_near,6.82093804264074,6.25636022362459,7.29802156117752
NightStreet,L_3840x2160_bright_far,8.84852680474525,8.3931030559671,9.30262231687027
NightStreet,L_3840x2160_bright_near,7.88019633180254,7.44923876304981,8.32623653520068
NightStreet,M_1280x720_bright_far,8.10737331317463,7.79735760852172,8.45223091510686
NightStreet,M_1280x720_bright_near,6.58016357881671,5.87986790940976,7.02955964824841
NightStreet,M_1920x1080_bright_far,9.06632164279341,8.75467251950356,9.47756967094612
NightStreet,M_1920x1080_bright_near,8.30153802158894,7.954860622748,8.66330021672692
NightStreet,M_3840x2160_bright_far,9.69821952038726,9.20308082821039,10.3071312341807
NightStreet,M_3840x2160_bright_near,9.16015972829926,8.83351159774272,9.55173621948501
NightStreet,H_3840x2160_bright_near,10.0,9.60956375462343,10.5577441063229
NightStreet,H_3840x2160_bright_far,10.0,9.60956375462343,10.5577441063229
PUBG_p2,H_1280x720_bright_far,9.29642739647337,8.76093229097242,9.87406009518986
PUBG_p2,H_1280x720_bright_near,7.95461040266336,7.65671202398447,8.29951495874741
PUBG_p2,H_1920x1080_bright_far,9.74339366609719,9.19068748341988,10.4654626823378
PUBG_p2,H_1920x1080_bright_near,9.46171875123746,9.22330719306633,9.90573786474629
PUBG_p2,L_1280x720_bright_far,4.99029703634797,4.14140653476506,5.55166481073488
PUBG_p2,L_1280x720_bright_near,3.21046926384758,2.31929230424004,3.89963826042761
PUBG_p2,L_1920x1080_bright_far,6.08711978430511,5.54949052766526,6.44515292684967
PUBG_p2,L_1920x1080_bright_near,5.68263254428739,5.03119563426296,6.13027089026961
PUBG_p2,L_3840x2160_bright_far,7.94685514808329,7.55370460113953,8.33683255726372
PUBG_p2,L_3840x2160_bright_near,6.79259631298232,6.25114648647063,7.19688046858411
PUBG_p2,M_1280x720_bright_far,7.93332575015938,7.64079821154018,8.2495649966205
PUBG_p2,M_1280x720_bright_near,7.26337817196797,6.71863596032999,7.70360935469799
PUBG_p2,M_1920x1080_bright_far,8.96679567458875,8.59845616784624,9.42149045704299
PUBG_p2,M_1920x1080_bright_near,7.91519339022674,7.60388597509047,8.19583494750278
PUBG_p2,M_3840x2160_bright_far,9.76149115423669,9.35526045668634,10.370817640542
PUBG_p2,M_3840x2160_bright_near,9.34025280489517,8.94466119747267,9.78374149316371
PUBG_p2,H_3840x2160_bright_near,10.0,9.50749161501476,10.5833592287407
PUBG_p2,H_3840x2160_bright_far,10.0,9.50749161501476,10.5833592287407
PorscheCloseUp,H_1280x720_bright_far,9.53381311088904,9.15869229211732,9.97524711163536
PorscheCloseUp,H_1280x720_bright_near,7.76258353452964,7.31184312765547,8.11863978668746
PorscheCloseUp,H_1920x1080_bright_far,10.3860404335328,9.92560999223252,10.960685186044
PorscheCloseUp,H_1920x1080_bright_near,9.68785605595193,9.33365148113483,10.1006118063695
PorscheCloseUp,L_1280x720_bright_far,7.89549152815875,7.41505084634257,8.24305359783321
PorscheCloseUp,L_1280x720_bright_near,6.83586883456516,5.76343648710561,7.41134076981843
PorscheCloseUp,L_1920x1080_bright_far,9.39996732891293,9.00087997148781,9.84419458635698
PorscheCloseUp,L_1920x1080_bright_near,7.7500332876949,7.24207013884357,8.18606088848504
PorscheCloseUp,L_3840x2160_bright_far,9.81215563492306,9.51500085928978,10.2516236958885
PorscheCloseUp,L_3840x2160_bright_near,8.927129633872,8.47466594645369,9.30568662690869
PorscheCloseUp,M_1280x720_bright_far,9.16265009724167,8.75282452494376,9.5418145084957
PorscheCloseUp,M_1280x720_bright_near,7.46847828443636,6.78182892508686,7.98922020627558
PorscheCloseUp,M_1920x1080_bright_far,9.95370627475,9.56919654761819,10.4760757102071
PorscheCloseUp,M_1920x1080_bright_near,8.59710875377958,8.20626838031739,8.9052820019013
PorscheCloseUp,M_3840x2160_bright_far,10.305011549459,9.86823715940112,10.8580541493588
PorscheCloseUp,M_3840x2160_bright_near,9.70772390915587,9.27457439978691,10.1821677455005
PorscheCloseUp,H_3840x2160_bright_near,10.0,9.67228107550729,10.4067946870907
PorscheCloseUp,H_3840x2160_bright_far,10.0,9.67228107550729,10.4067946870907
RocketLeague,H_1280x720_bright_far,9.10064289333453,8.73528491044971,9.58617114831944
RocketLeague,H_1280x720_bright_near,7.63621864398132,7.14709530162866,8.08764563567556
RocketLeague,H_1920x1080_bright_far,9.73582389487371,9.28990917297879,10.3727158586194
RocketLeague,H_1920x1080_bright_near,9.33615891855939,8.9302766816619,9.88081538903263
RocketLeague,L_1280x720_bright_far,6.10518251317414,5.36422505762313,6.54861910335841
RocketLeague,L_1280x720_bright_near,4.5531355526381,3.50013803685352,5.16738760166758
RocketLeague,L_1920x1080_bright_far,7.49790238307595,7.07630442144655,7.93285585991484
RocketLeague,L_1920x1080_bright_near,6.32420387267944,5.69603761890486,6.73049511573431
RocketLeague,L_3840x2160_bright_far,8.43467420297563,8.07005533902341,8.81381428311387
RocketLeague,L_3840x2160_bright_near,7.70383379522992,7.36036125406921,7.97661814971224
RocketLeague,M_1280x720_bright_far,8.20527939526249,7.86224054942866,8.58697486042777
RocketLeague,M_1280x720_bright_near,6.63452310879626,6.0681581426926,6.99959876335331
RocketLeague,M_1920x1080_bright_far,9.29409763785413,8.98220291528633,9.68503648923351
RocketLeague,M_1920x1080_bright_near,8.40280158745598,8.11224441765969,8.7127731716242
RocketLeague,M_3840x2160_bright_far,9.75005444694343,9.28395360709124,10.3484539445476
RocketLeague,M_3840x2160_bright_near,9.33280982098189,8.94906547034724,9.82555123686937
RocketLeague,H_3840x2160_bright_near,10.0,9.60278991874146,10.5047684520375
RocketLeague,H_3840x2160_bright_far,10.0,9.60278991874146,10.5047684520375
RushPixar,H_1280x720_bright_far,10.148442465389,9.68362698850937,10.7255667268199
RushPixar,H_1280x720_bright_near,8.90949786052124,8.45631574935478,9.32883663016563
RushPixar,H_1920x1080_bright_far,9.96258338671093,9.59378756804062,10.3929596627377
RushPixar,H_1920x1080_bright_near,9.61815214458784,9.28810697020863,10.0766159957412
RushPixar,L_1280x720_bright_far,6.81825737229086,6.15862225357776,7.25182166951478
RushPixar,L_1280x720_bright_near,5.13562456019565,4.41366911935615,5.53399093768779
RushPixar,L_1920x1080_bright_far,7.94280900234888,7.58857240674161,8.29177204511264
RushPixar,L_1920x1080_bright_near,6.94320886151605,6.51123638244475,7.21258949035146
RushPixar,L_3840x2160_bright_far,9.07918472730106,8.77157029299217,9.46650568372671
RushPixar,L_3840x2160_bright_near,7.89873348106124,7.47834523384802,8.26743522591376
RushPixar,M_1280x720_bright_far,8.92256462032489,8.64505206442563,9.2671994502363
RushPixar,M_1280x720_bright_near,7.5604718836572,7.15565170287594,7.93321065238196
RushPixar,M_1920x1080_bright_far,9.62350267315203,9.33160129346593,10.0306273970057
RushPixar,M_1920x1080_bright_near,8.42471303456659,7.96071950002797,8.87073936077585
RushPixar,M_3840x2160_bright_far,9.89269066763258,9.54134283274798,10.3481794208846
RushPixar,M_3840x2160_bright_near,9.33495346391177,8.936149127524,9.70392501807273
RushPixar,H_3840x2160_bright_near,10.0,9.63137082447602,10.439750654354
RushPixar,H_3840x2160_bright_far,10.0,9.63137082447602,10.439750654354
ShadowOfTheTombRaider,H_1280x720_bright_far,10.0208390379548,9.6080220497388,10.7423794551863
ShadowOfTheTombRaider,H_1280x720_bright_near,8.82504116509362,8.44631704734292,9.25694298817481
ShadowOfTheTombRaider,H_1920x1080_bright_far,10.0326987451437,9.66929518543331,10.5782056956765
ShadowOfTheTombRaider,H_1920x1080_bright_near,9.94114781185888,9.46635485679369,10.5200373269628
ShadowOfTheTombRaider,L_1280x720_bright_far,6.44349324976203,5.62416467767229,7.00434778186773
ShadowOfTheTombRaider,L_1280x720_bright_near,4.65107190672761,2.94712075886306,5.38388838674304
ShadowOfTheTombRaider,L_1920x1080_bright_far,7.57712436105978,7.00040476793512,8.10262915396813
ShadowOfTheTombRaider,L_1920x1080_bright_near,5.60836975287788,4.90546448227451,6.00381131750199
ShadowOfTheTombRaider,L_3840x2160_bright_far,9.34551143676003,9.01019714138679,9.77795085600564
ShadowOfTheTombRaider,L_3840x2160_bright_near,7.86129992027517,7.554913605495,8.18112530389675
ShadowOfTheTombRaider,M_1280x720_bright_far,8.64070584222641,8.26723009632391,9.01618525164827
ShadowOfTheTombRaider,M_1280x720_bright_near,7.0245118358338,6.52312244617112,7.4051882566754
ShadowOfTheTombRaider,M_1920x1080_bright_far,9.60272814766113,9.2767748636161,10.0139199382052
ShadowOfTheTombRaider,M_1920x1080_bright_near,7.86022644055831,7.4833833714472,8.23493334690393
ShadowOfTheTombRaider,M_3840x2160_bright_far,9.96470740311601,9.52554044510321,10.642910663008
ShadowOfTheTombRaider,M_3840x2160_bright_near,9.04854837216635,8.67440007215224,9.42912859868435
ShadowOfTheTombRaider,H_3840x2160_bright_near,10.0,9.66129371230404,10.4698273321643
ShadowOfTheTombRaider,H_3840x2160_bright_far,10.0,9.66129371230404,10.4698273321643
Showgirl01,H_1280x720_bright_far,10.0448147123969,9.61670687380912,10.6420976302669
Showgirl01,H_1280x720_bright_near,8.92544390704651,8.48335487984785,9.3706321963816
Showgirl01,L_1280x720_bright_far,7.3864714356428,6.86214148573342,7.70591715696033
Showgirl01,L_1280x720_bright_near,6.21772517413901,5.37919892015792,6.61935616659752
Showgirl01,L_1920x1080_bright_far,8.46123994889468,7.99799972217484,8.93812056124116
Showgirl01,L_1920x1080_bright_near,7.3061666242016,6.64990863964027,7.79246777793355
Showgirl01,M_1280x720_bright_far,9.18295178948655,8.78229523898845,9.7493733989061
Showgirl01,M_1280x720_bright_near,8.18940639802611,7.74373782972084,8.56969341762755
Showgirl01,M_1920x1080_bright_far,9.7189601212082,9.41062921590188,10.1399252048178
Showgirl01,M_1920x1080_bright_near,9.16072866430103,8.78713278885037,9.49235867971695
Showgirl01,H_1920x1080_bright_near,10.0,9.65022649037252,10.545562239586
Showgirl01,H_1920x1080_bright_far,10.0,9.65022649037252,10.545562239586
SmithHammering,H_1280x720_bright_far,10.1113382919495,9.43897189933808,11.1282973697278
SmithHammering,H_1280x720_bright_near,8.39855000605558,7.96115702925712,8.96339988961874
SmithHammering,L_1280x720_bright_far,5.55831062143848,4.82404382705264,6.10052208401081
SmithHammering,L_1280x720_bright_near,3.79279324062382,2.14332644772134,4.55960351091874
SmithHammering,L_1920x1080_bright_far,6.79681370985106,6.26171440973987,7.19882139656827
SmithHammering,L_1920x1080_bright_near,4.94235162814698,4.12531386895535,5.47479112401068
SmithHammering,M_1280x720_bright_far,8.31136736225796,7.94501868300881,8.90340166574217
SmithHammering,M_1280x720_bright_near,7.10545608391762,6.7592975420978,7.40949908090536
SmithHammering,M_1920x1080_bright_far,9.42098997605337,8.99027589065807,10.1089333567878
SmithHammering,M_1920x1080_bright_near,8.16321457619052,7.79835677986071,8.54125136547784
SmithHammering,H_1920x1080_bright_near,10.0,9.48750455027274,10.8420587363663
SmithHammering,H_1920x1080_bright_far,10.0,9.48750455027274,10.8420587363663
SolLevante_p1,H_1280x720_bright_far,10.0414621236544,9.6669190676776,10.593367046918
SolLevante_p1,H_1280x720_bright_near,8.94289359436927,8.60500030266959,9.38139700676994
SolLevante_p1,H_1920x1080_bright_far,10.4601959220713,10.0212059986615,11.0114414101416
SolLevante_p1,H_1920x1080_bright_near,9.32809491431883,9.01547186653959,9.77799587241715
SolLevante_p1,L_1280x720_bright_far,6.75025138765787,6.18711490490337,7.15062684208425
SolLevante_p1,L_1280x720_bright_near,5.4948204394224,4.66097595136856,5.83721310140861
SolLevante_p1,L_1920x1080_bright_far,7.72822301634635,7.172317868241,8.1597155966323
SolLevante_p1,L_1920x1080_bright_near,6.16548203988033,5.43217859822924,6.50144365625307
SolLevante_p1,L_3840x2160_bright_far,8.96141713276316,8.65060748532042,9.3557969580374
SolLevante_p1,L_3840x2160_bright_near,8.09543798048459,7.63744736755799,8.55867563122731
SolLevante_p1,M_1280x720_bright_far,9.24768185453834,8.9176823027512,9.60827881043046
SolLevante_p1,M_1280x720_bright_near,7.84512936123655,7.38938360168634,8.22392670647385
SolLevante_p1,M_1920x1080_bright_far,9.76142536773986,9.36484556139103,10.2081480763669
SolLevante_p1,M_1920x1080_bright_near,8.56661859725315,8.28142432059472,8.86724450293078
SolLevante_p1,M_3840x2160_bright_far,9.73021251983624,9.31977271477711,10.1736291362848
SolLevante_p1,M_3840x2160_bright_near,9.23600331150285,8.93823919482152,9.68666228250164
SolLevante_p1,H_3840x2160_bright_near,10.0,9.70975676986708,10.435513078435
SolLevante_p1,H_3840x2160_bright_far,10.0,9.70975676986708,10.435513078435
SolLevante_p2,H_1280x720_bright_far,8.71508907506308,8.18056195380379,9.46172366910729
SolLevante_p2,H_1280x720_bright_near,7.20796528445452,6.83145455110336,7.61813567791385
SolLevante_p2,H_1920x1080_bright_far,9.36016665671108,8.85217178450178,10.0895738895036
SolLevante_p2,H_1920x1080_bright_near,8.54062662553797,8.25225609517477,8.96722497364569
SolLevante_p2,L_1280x720_bright_far,4.83814946671114,3.83392825248944,5.49756418613904
SolLevante_p2,L_1280x720_bright_near,3.51650602685795,1.76886620703858,4.53573656572606
SolLevante_p2,L_1920x1080_bright_far,5.7335095289443,5.12491477069544,6.19766559281832
SolLevante_p2,L_1920x1080_bright_near,5.14546720799145,4.41141736433111,5.83456801736165
SolLevante_p2,L_3840x2160_bright_far,7.8381003137114,7.49221231069357,8.28710828322222
SolLevante_p2,L_3840x2160_bright_near,6.66570880494853,6.23083910222288,7.02672049687791
SolLevante_p2,M_1280x720_bright_far,6.60876985821144,6.23649806997465,6.97018675973766
SolLevante_p2,M_1280x720_bright_near,5.74197639707856,5.08754077805275,6.20763958213392
SolLevante_p2,M_1920x1080_bright_far,8.21865108916276,7.78145633126155,8.77477639886294
SolLevante_p2,M_1920x1080_bright_near,6.89211642844908,6.55036290629606,7.24381425688358
SolLevante_p2,M_3840x2160_bright_far,9.37735868706748,8.89849033632945,9.99377095639518
SolLevante_p2,M_3840x2160_bright_near,8.70613324538146,8.26710150998789,9.28827530591256
SolLevante_p2,H_3840x2160_bright_near,10.0,9.1017812167775,11.1517177362905
SolLevante_p2,H_3840x2160_bright_far,10.0,9.1017812167775,11.1517177362905
TrafficLight,H_1280x720_bright_far,10.2115887017213,9.93140043698828,10.6585360968041
TrafficLight,H_1280x720_bright_near,8.98270200920722,8.59349861177595,9.34775557806958
TrafficLight,H_1920x1080_bright_far,10.5782010859939,10.2453836093828,11.0555519355835
TrafficLight,H_1920x1080_bright_near,10.0015060178472,9.72592950960995,10.3616074842728
TrafficLight,L_1280x720_bright_far,8.27488650511501,7.83416434838618,8.5580131998951
TrafficLight,L_1280x720_bright_near,6.69664330308605,5.8401665111664,7.13225231509064
TrafficLight,L_1920x1080_bright_far,9.10756489517062,8.77928169486643,9.44834907134932
TrafficLight,L_1920x1080_bright_near,8.14907572814286,7.75289575223423,8.50620995196346
TrafficLight,L_3840x2160_bright_far,9.70356899927153,9.40017177725604,10.091943822281
TrafficLight,L_3840x2160_bright_near,9.25834309962462,8.9293693036619,9.57798079917691
TrafficLight,M_1280x720_bright_far,9.53116759618067,9.18807081690727,9.85021043060494
TrafficLight,M_1280x720_bright_near,8.16356519753345,7.66055821833398,8.49853862894201
TrafficLight,M_1920x1080_bright_far,9.87503361685885,9.51108388287741,10.2802810995577
TrafficLight,M_1920x1080_bright_near,8.93800469327832,8.58981279231409,9.25136810998313
TrafficLight,M_3840x2160_bright_far,10.1936447014379,9.96113032401284,10.5715875237276
TrafficLight,M_3840x2160_bright_near,9.45789686945064,9.02369246609581,9.96194584354826
TrafficLight,H_3840x2160_bright_near,10.0,9.7437781739635,10.3312992697119
TrafficLight,H_3840x2160_bright_far,10.0,9.7437781739635,10.3312992697119
Bistro,H_1280x720_dim_far,9.80561187749238,9.22642033594666,10.5286880931785
Bistro,H_1280x720_dim_near,9.2640324833319,8.82971390298501,9.82432316416562
Bistro,L_1280x720_dim_far,6.1272452906703,5.46558530848091,6.65318121589302
Bistro,L_1280x720_dim_near,4.92469007126231,4.05061827923053,5.55406855976477
Bistro,L_1920x1080_dim_far,7.0072359811594,6.67060924142208,7.28526861871209
Bistro,L_1920x1080_dim_near,6.09537982069482,5.39695660803024,6.66655864513023
Bistro,M_1280x720_dim_far,8.14715236550687,7.81210256128584,8.47755244777981
Bistro,M_1280x720_dim_near,7.10648420334161,6.71912354563369,7.44328119142824
Bistro,M_1920x1080_dim_far,8.83662652048819,8.46182616540417,9.28576267204687
Bistro,M_1920x1080_dim_near,8.22333583315393,7.81072201066206,8.62270541527018
Bistro,H_1920x1080_dim_near,10.0,9.48657890685567,10.8031273720804
Bistro,H_1920x1080_dim_far,10.0,9.48657890685567,10.8031273720804
Bonfire,H_1280x720_dim_far,10.6804033682586,10.1374792840112,11.2483001392214
Bonfire,H_1280x720_dim_near,9.55941465163505,9.12500196521573,10.0483801506128
Bonfire,H_1920x1080_dim_far,10.2991741327277,9.91567899979105,10.8165403590048
Bonfire,H_1920x1080_dim_near,9.86556241668306,9.53711359780057,10.2972406656626
Bonfire,L_1280x720_dim_far,4.87803422211608,4.13267116229047,5.47243981918164
Bonfire,L_1280x720_dim_near,4.18917873486499,3.06349890454515,4.97228920857362
Bonfire,L_1920x1080_dim_far,6.5264603491796,5.76024767171505,7.09660813417225
Bonfire,L_1920x1080_dim_near,4.40929261571888,3.58813232665894,5.06508255942825
Bonfire,L_3840x2160_dim_far,7.69828425199225,7.38847302046447,7.99693589504154
Bonfire,L_3840x2160_dim_near,6.37400802173669,6.01253191887418,6.67978735059586
Bonfire,M_1280x720_dim_far,8.84063597684405,8.42517780355127,9.29493834153503
Bonfire,M_1280x720_dim_near,7.39978177189938,7.06836898511778,7.73591176590977
Bonfire,M_1920x1080_dim_far,9.48237782983035,9.16045944185853,9.78737356252329
Bonfire,M_1920x1080_dim_near,8.13086614249354,7.83933070071506,8.47256398107993
Bonfire,M_3840x2160_dim_far,10.1406838528568,9.63390121769095,10.7252826539773
Bonfire,M_3840x2160_dim_near,9.07593954345463,8.82030931443904,9.36926005591105
Bonfire,H_3840x2160_dim_near,10.0,9.62308002271127,10.4624581144546
Bonfire,H_3840x2160_dim_far,10.0,9.62308002271127,10.4624581144546
CourtYard,H_1280x720_dim_far,9.27265101111114,8.94082016113916,9.59689523745611
CourtYard,H_1280x720_dim_near,7.56561951099891,7.00940046173956,8.0269177208679
CourtYard,H_1920x1080_dim_far,9.91209271847386,9.56827482353943,10.3714716209591
CourtYard,H_1920x1080_dim_near,9.72417884671294,9.39025638084014,10.1405005270841
CourtYard,L_1280x720_dim_far,8.07076257304622,7.56633780811959,8.46986853992592
CourtYard,L_1280x720_dim_near,6.09593439211372,5.00187661220886,6.58539033532767
CourtYard,L_1920x1080_dim_far,9.05609950605966,8.73966798521082,9.37775957614775
CourtYard,L_1920x1080_dim_near,8.5784863269313,8.15677811939423,8.92590848468796
CourtYard,L_3840x2160_dim_far,9.79438590608679,9.44485701043421,10.2758233336664
CourtYard,L_3840x2160_dim_near,9.53806968443765,9.19160248114144,9.96202320771449
CourtYard,M_1280x720_dim_far,9.11367651233861,8.8052160192529,9.45364332685648
CourtYard,M_1280x720_dim_near,7.52048887753414,7.00803816222241,7.85034334468417
CourtYard,M_1920x1080_dim_far,9.89268492952072,9.4533476967228,10.4443004205527
CourtYard,M_1920x1080_dim_near,9.43236742554435,9.09006887959647,9.77644360482094
CourtYard,M_3840x2160_dim_far,10.0503478234328,9.68390354258463,10.5305227415709
CourtYard,M_3840x2160_dim_near,10.1224822053789,9.65319259815271,10.7352553429625
CourtYard,H_3840x2160_dim_near,10.0,9.71311372251558,10.4658826009679
CourtYard,H_3840x2160_dim_far,10.0,9.71311372251558,10.4658826009679
FishingCloseshot,H_1280x720_dim_far,9.73188427192069,9.0279558236408,10.5894966882958
FishingCloseshot,H_1280x720_dim_near,8.91696998223928,8.42262573860746,9.41175279872089
FishingCloseshot,L_1280x720_dim_far,4.47302543924991,3.5970525836464,5.09456786984034
FishingCloseshot,L_1280x720_dim_near,3.53331878734553,2.51525323404285,4.16672435317151
FishingCloseshot,L_1920x1080_dim_far,5.03083963405569,4.4727327356205,5.60024604239678
FishingCloseshot,L_1920x1080_dim_near,4.13307890082802,3.06381504607457,4.87362891799193
FishingCloseshot,M_1280x720_dim_far,8.23789218707926,7.83500290712128,8.7374744703717
